"","RouteDataID","CountryNum","StateNum","Route","RouteName","Latitude","Longitude","NCar","Noise","BirdCount"
"1",6344624,124,11,1,"CHEMAINUS",48.78529,-123.59913,62,5,1
"2",6346793,124,4,17,"BOW PASS",51.46021,-116.22023,89,0,1
"3",6347089,124,4,207,"HAYS",50.15235,-111.98355,37,0,13
"4",6345720,124,4,315,"LOCHEND LAKE",51.32922,-114.25969,4,2,17
"5",6344940,124,4,407,"Lake Newell",50.56388,-111.84916,13,2,2
"6",6344967,124,4,9,"BUFFALO HILL",50.60147,-113.02852,1,4,2
"7",6346727,124,45,111,"ELVA",49.28134,-101.30176,0,0,4
"8",6344321,124,45,305,"St. Claude",49.57677,-98.30078,4,0,1
"9",6346549,124,45,313,"Lac du Bonnet",50.14935,-96.17788,6,0,8
"10",6346447,124,45,5,"JORDAN",49.38436,-98.02424,7,0,2
"11",6346784,124,65,117,"SHUBENACADIE",45.29564,-63.44884,63,1,3
"12",6346237,124,65,38,"BARRINGTON",43.41355,-65.62198,169,13,1
"13",6346195,124,68,18,"ORILLIA",44.72102,-79.64115,34,0,1
"14",6346550,124,68,220,"SUNNIDALE CO",44.43382,-80.01264,23,7,1
"15",6346460,124,68,300,"CROOKED CR.",43.98663,-78.36907,61,0,1
"16",6347075,124,76,165,"CAP D'ESPOIR",48.41961,-64.31785,37,15,25
"17",6345227,124,76,366,"Petite Vallée",49.01203,-65.28136,31,2,14
"18",6345398,124,76,40,"STE ANNE D POCATIÈRE",47.33844,-70.08943,23,0,1
"19",6345232,124,76,464,"Ste-Anne-des-Monts",49.02261,-66.39849,23,0,5
"20",6344590,124,76,5,"VERCHÈRES",45.72505,-73.40518,22,0,100
"21",6346923,124,76,70,"ILES DE LA MADELEINE",47.39233,-61.90239,89,1,10
"22",6346097,124,79,112,"TYVAN",50.00361,-103.57591,0,1,2
"23",6345405,124,79,132,"ABERDEEN",52.0567,-106.21899,2,2,2
"24",6345317,124,79,217,"WHITE BEAR",50.92153,-108.07043,14,0,7
"25",6344302,124,79,225,"Donovan",51.6997,-107.13764,55,0,1
"26",6346829,124,79,33,"BIGGAR",52.23764,-107.97894,0,0,1
"27",6344167,840,14,108,"CARMEL VAL",36.4530827,-121.6956939,22,0,1
