"s1","s2","time","x0","x1","y","z1","z2"
0,0,0.95979330688715,1,0.465755049152778,572,0.920148772540028,1.44712190560962
0,1,0.00975303910672665,1,-0.0807742850438536,285,0.460924181096946,-0.838155233946668
1,0,0.693959197262302,1,0.0933196675441929,118,-0.266112333603268,-0.218164098379845
1,1,0.241153798764572,1,-0.553692357049221,592,0.687853665542324,-0.730610972670059
0.585239584324881,0.215116536477581,0.544541275594383,1,-0.474622103535933,66,-0.303807902243399,1.36976616725467
0.437393987318501,0.213256646646187,0.236653726780787,1,0.733172242229202,424,0.171641657370146,1.62977255679214
0.57289436343126,0.491911794990301,0.702397341607139,1,-0.515317495982564,203,0.600777523169233,0.931340908149404
0.353213916067034,0.641657723113894,0.294759860262275,1,1.49425538295467,202,1.22382467976959,-0.0678727394500765
0.861271401401609,0.739240328082815,0.987286899238825,1,0.260090307494085,201,0.442987275547928,-0.106298873144393
0.410803579958156,0.0532835801132023,0.964531621430069,1,1.54982055474935,538,0.29142141830847,1.15879832399213
0.511453253915533,0.876412640791386,0.784599961712956,1,-1.81685267028769,13460,0.423055262510395,-1.74984569371242
0.154285229742527,0.887032180093229,0.661549169803038,1,-1.91528483190452,367,0.162438549782426,0.148864697038106
0.851353050209582,0.697476739995182,0.9751076544635,1,0.498131401972044,267,0.73483480875059,0.238818860309907
0.996083338512108,0.567631730111316,0.920093790395185,1,-0.497748903640306,289,0.442085871991835,0.178556755629798
0.535167186986655,0.673463204177096,0.718206198886037,1,-0.196739046105088,319,0.655484480602168,0.131156675815438
0.434186844620854,0.0988641395233572,0.319063066970557,1,1.13558925625994,414,0.0950073438376416,1.42874426694534
0.0795016081538051,0.430555298458785,0.556798524223268,1,0.788962578696887,161,0.607011986897735,-0.456857976029929
0.583211785182357,0.761257060803473,0.242277565179393,1,0.459565764479674,106,0.454569167067839,-1.52491538415834
0.522018939256668,0.553170513827354,0.858167774509639,1,0.0084265677630184,439,1.11834043701087,0.14967743019408
0.780659068608657,0.414442030945793,0.72183985565789,1,0.302447743565451,243,0.434907871873212,0.567386327286769
0.47157733887434,0.977514925412834,0.678627718938515,1,0.141079092791592,129,0.163826663351534,-2.3544526108284
0.808363400632516,0.122953325277194,0.101477423682809,1,-0.689151037793632,173,-0.29780601144828,-0.199223080805448
0.640900628874078,0.990849308902398,0.119778321124613,1,-1.12714291293244,467,0.338078124055711,-0.216700131991381
0.780550708062947,0.168346826219931,0.44430379383266,1,0.437263355546321,94,-0.346041769166024,0.579958370165784
0.574718370335177,0.378496852470562,0.823727944400162,1,0.901614872715049,451,0.468981290611533,1.2478943483223
0.322705096565187,0.416709022596478,0.0560663111973554,1,0.282650321973546,221,0.499609362380159,0.0864849063430121
0.289040739415213,0.0172527157701552,0.180547199910507,1,0.341677649425213,459,1.12432393598551,0.53344402134116
0.239890441065654,0.337741413386539,0.344787418376654,1,-1.09516645216687,362,0.450226895772697,0.154008654000896
0.534583230968565,0.883095296565443,0.00582852214574814,1,0.0821293267514877,292,0.785234187471399,-0.756427892934516
0.172504912829027,0.54874856909737,0.365571076981723,1,-1.05985717289384,565,0.713113030361735,-0.0500006038393044
0.260751785710454,0.745057102991268,0.761488310527056,1,-1.23484523555276,659,0.561002964866998,-0.274486470054513
0.487882924964651,0.495365040609613,0.362011599587277,1,0.774138675000921,89,0.146295911775207,-0.392928085948698
0.641865516081452,0.285835142247379,0.815023911884055,1,1.16466965123071,381,0.139494051165335,1.17178063402181
