"","RouteDataID","CountryNum","StateNum","Route","RouteName","Latitude","Longitude","NCar","Noise","BirdCount"
"1",6363136,124,11,401,"SALT SPR. IS",48.74932,-123.54811,249,5,2
"2",6357503,124,4,109,"MAZEPPA",50.42635,-113.82728,38,2,1
"3",6359885,124,4,127,"VIKING",53.10329,-111.76012,3,0,1
"4",6358701,124,4,206,"BOWELL",50.22206,-110.96022,4,3,1
"5",6357510,124,4,208,"ENCHANT",50.16448,-112.31428,28,1,1
"6",6358386,124,4,211,"ACADIA VALLY",51.35788,-110.19278,3,7,3
"7",6357973,124,4,212,"SPONDIN",51.76553,-111.51697,1,0,1
"8",6359288,124,4,63,"CARDINAL LK",56.27611,-117.82119,18,1,1
"9",6360221,124,43,7,"INGRAHAM",62.52539,-114.18089,12,0,1
"10",6358911,124,45,111,"ELVA",49.28134,-101.30176,0,0,1
"11",6359991,124,45,218,"BIRNIE",50.58765,-99.44659,0,0,1
"12",6359020,124,45,49,"LENSWOOD",52.37626,-100.92107,26,1,1
"13",6358893,124,45,9,"CROLL",49.34073,-100.12712,49,0,1
"14",6358767,124,57,102,"Lords Cove",46.93472,-55.53559,20,0,5
"15",6360016,124,57,125,"FLOWERS COVE",51.31228,-56.74056,30,4,3
"16",6367169,124,57,19,"NORTHERN ARM",49.17495,-55.37649,26,0,3
"17",6357454,124,68,15,"ROBLIN",44.35414,-77.00984,121,5,2
"18",6358616,124,68,223,"ST.-EUGENE",45.5,-74.46666,32,0,1
"19",6357382,124,68,319,"DALRYMPLE",44.58798,-79.04431,119,1,1
"20",6358749,124,75,13,"DALVAY",46.36766,-63.1498,58,2,1
"21",6359261,124,76,165,"CAP D'ESPOIR",48.41961,-64.31785,17,4,10
"22",6359000,124,76,176,"Ouje-Bougoumou",49.98016,-74.94446,56,3,1
"23",6359165,124,76,70,"ILES DE LA MADELEINE",47.39233,-61.90239,70,0,5
"24",6358756,124,79,1,"CARNDUFF",49.17711,-101.84405,7,0,2
"25",6360167,124,79,109,"CYPRESS HILL",49.66796,-109.74971,3,3,40
"26",6358714,124,79,132,"ABERDEEN",52.0567,-106.21899,2,0,2
"27",6360183,124,79,150,"DORINTOSH",54.42174,-108.62772,2,0,1
"28",6358540,124,79,204,"PARRY",49.63106,-104.71634,1,0,3
"29",6358832,124,79,211,"BANGOR",50.85594,-102.30819,15,0,10
"30",6358598,124,79,24,"BLADWORTH",51.4165,-106.12166,4,1,32
"31",6360041,124,79,250,"Cabana Road",54.07823,-108.27759,22,0,3
"32",6358592,124,79,31,"WAKAW",52.72568,-105.70425,11,1,1
"33",6360029,124,79,33,"BIGGAR",52.23764,-107.97894,3,0,9
"34",6357847,124,93,33,"CANOL ROAD",62.96,-130.45153,0,1,15
"35",6357405,840,14,108,"CARMEL VAL",36.4530827,-121.6956939,29,1,5
"36",6357075,840,14,112,"PEARBLOSSOM",34.5208799,-117.9406162,16,0,2
"37",6359449,840,14,127,"SANGER",36.6992615,-119.5118359,17,0,92
"38",6359485,840,14,133,"ELIZABETH LK",34.6685951,-118.3953543,296,5,24
"39",6357029,840,14,137,"JACUMBA",32.6119997,-116.2002339,83,0,8
"40",6360730,840,14,147,"ARVIN",35.2233697,-118.8782429,827,39,13
"41",6357891,840,14,172,"MORAGA",37.8183531,-122.1464708,729,16,38
"42",6360199,840,14,179,"YOLLA BOLLY",40.0279597,-122.6387259,47,0,30
"43",6359736,840,14,189,"COYOTE",37.2521703,-121.6774341,147,0,1
"44",6357046,840,14,226,"ANZA 2",33.5014318,-116.7979649,275,0,1
"45",6358943,840,14,240,"WILLOW SPRINGS 2",34.971073,-118.148742,33,1,18
"46",6360310,840,14,345,"Harbor Lake 2",33.7909207,-118.2918,578,8,3
"47",6360408,840,14,352,"STATEN IS.",38.1231944,-121.525076,56,0,2
"48",6360256,840,14,37,"VALLEY WELLS",35.473722,-115.7029053,4,0,11
"49",6358845,840,14,406,"TIONESTA",41.6708967,-121.2574609,11,0,4
"50",6359539,840,14,416,"MEADOW VALLEY",39.9493657,-121.0380629,30,0,1
"51",6360423,840,14,422,"WAWONA",37.4618753,-119.7938035,161,2,1
"52",6359929,840,14,430,"MEDICINE MTN.",41.534114,-121.58434,0,0,4
"53",6357019,840,14,49,"PALO VERDE",33.4048617,-114.7292329,91,2,34
