"","RouteDataID","CountryNum","StateNum","Route","RouteName","Latitude","Longitude","NCar","Noise","BirdCount"
"1",6355113,124,11,223,"PEMBERTON",50.14379,-122.95793,127,1,1
"2",6354276,124,4,127,"VIKING",53.10329,-111.76012,2,0,2
"3",6354005,124,4,508,"BASSANO",50.83397,-112.45127,5,0,6
"4",6354603,124,45,11,"BUTLER",49.77591,-101.34963,8,1,1
"5",6356374,124,45,13,"TYNDALL",50.07638,-96.60014,0,2,1
"6",6356132,124,45,218,"BIRNIE",50.58765,-99.44659,0,0,1
"7",6355197,124,45,305,"St. Claude",49.57677,-98.30078,4,0,1
"8",6357096,124,45,7,"MATHER",49.04413,-99.21111,0,0,1
"9",6367166,124,57,19,"NORTHERN ARM",49.17495,-55.37649,72,0,1
"10",6358948,124,57,23,"PORT SAUNDERS",50.69045,-57.34239,78,0,2
"11",6355757,124,68,1,"DUNNVILLE",42.89129,-79.33581,402,8,1
"12",6354197,124,68,226,"PETAWAWA",45.99484,-77.41658,4,0,1
"13",6356025,124,68,8,"LISTOWEL",43.66958,-80.73789,48,0,3
"14",6354549,124,76,165,"CAP D'ESPOIR",48.41961,-64.31785,1,1,50
"15",6355405,124,76,5,"VERCHÈRES",45.72505,-73.40518,37,0,1
"16",6354324,124,76,68,"PTE-A-LA-FRÉGATE",49.20396,-64.92619,63,4,1
"17",6357092,124,79,112,"TYVAN",50.00361,-103.57591,11,0,4
"18",6359233,124,79,114,"DRINKWATER",50.30948,-105.03062,19,4,1
"19",6356453,124,79,123,"FARRERDALE",51.41636,-105.82708,5,0,1
"20",6356272,124,79,13,"LUMSDEN",50.63258,-104.92801,80,0,1
"21",6355899,124,79,132,"ABERDEEN",52.0567,-106.21899,8,0,3
"22",6356201,124,79,14,"MOOSE JAW",50.33853,-105.39733,13,0,2
"23",6360186,124,79,150,"DORINTOSH",54.42174,-108.62772,0,0,1
"24",6354804,124,79,2,"ARCOLA",49.61003,-102.59344,31,0,1
"25",6356471,840,14,106,"MESA GRANDE",33.1990869,-116.7862853,6,0,1
"26",6363826,840,14,107,"LAKE HEMET",33.6681143,-116.6706725,137,1,1
"27",6353805,840,14,112,"PEARBLOSSOM",34.5208799,-117.9406162,45,1,4
"28",6353827,840,14,137,"JACUMBA",32.6119997,-116.2002339,87,0,5
"29",6355241,840,14,169,"MCCLOUD",41.2323207,-122.1355519,70,1,1
"30",6353995,840,14,177,"CEDARVILLE",41.5295757,-120.1718519,14,0,4
"31",6358021,840,14,179,"YOLLA BOLLY",40.0279597,-122.6387259,51,0,24
"32",6354340,840,14,181,"GENESEE",40.2017613,-120.623502,13,1,1
"33",6356067,840,14,186,"MARK WEST",38.5498734,-122.719303,212,0,1
"34",6355599,840,14,190,"COPPEROPOLIS",37.9834939,-120.6452578,474,9,9
"35",6369475,840,14,231,"JOSHUA TREE 2",34.0138414,-116.16262,263,8,1
"36",6354740,840,14,240,"WILLOW SPRINGS 2",34.971073,-118.148742,17,2,4
"37",6354335,840,14,345,"Harbor Lake 2",33.7909207,-118.2918,865,2,2
"38",6356867,840,14,352,"STATEN IS.",38.1231944,-121.525076,46,0,2
"39",6356792,840,14,37,"VALLEY WELLS",35.473722,-115.7029053,0,0,6
"40",6353775,840,14,49,"PALO VERDE",33.4048617,-114.7292329,70,0,898
"41",6353806,840,14,503,"Tracy 2",37.665124,-121.73284,61,0,13
"42",6354477,840,14,59,"INYOKERN",35.6076917,-117.800197,15,4,6
"43",6356793,840,14,64,"TECOPA",35.8040435,-116.1930811,11,0,1
"44",6354916,840,14,83,"FAIRFAX",37.9851247,-122.5909499,312,1,3
"45",6353776,840,14,89,"NILAND",33.2200507,-115.4847789,49,4,20
"46",6353870,840,14,907,"CHOLLA GARD.",33.9250177,-115.9269019,20,5,9
"47",6355598,840,14,98,"FOLSOM",38.7202247,-121.0356899,65,2,1
"48",6356864,840,17,2,"GREAT DIVIDE",40.8403233,-107.6901017,1,0,2
"49",6358045,840,17,221,"NEEGRANDE",38.2958688,-102.7381166,9,0,1
"50",6356633,840,17,301,"DINOSAUR",40.2777657,-108.5596319,2,0,1
"51",6356399,840,17,307,"JULESBURG",40.9679121,-102.3257889,2,0,1
"52",6354205,840,17,320,"KARVAL",38.7624107,-103.3489149,8,0,5
"53",6355009,840,17,41,"TARRYALL",39.0800627,-105.4160009,17,0,1
"54",6355081,840,2,141,"ALABAMA PT 2",30.2816323,-87.5183917,457,4,1
"55",6354450,840,2,142,"ELBERTA",30.370222,-87.6024375,284,11,1
"56",6355980,840,2,211,"AUTAUGAVILLE",32.4860839,-86.5697685,17,1,1
"57",6353832,840,2,213,"CITRONELLE",31.1365731,-88.2207774,33,0,15
"58",6355217,840,2,215,"HELICON",31.9052647,-86.1853409,20,1,2
"59",6353931,840,2,218,"BAY MINETTE",30.803493,-87.6374375,152,2,1
"60",6356542,840,2,65,"CALEBEE",32.4341515,-85.8711729,40,5,20
"61",6353874,840,2,69,"GEORGETOWN",30.9422777,-88.3523559,276,8,1
"62",6354041,840,2,71,"WHEELER DAM",34.7961251,-87.3837235,116,1,1
"63",6354326,840,21,1,"MT PLEASANT",39.5003037,-75.6860679,0,1,1
"64",6354019,840,21,105,"BLACKBIRD",39.3705837,-75.6392639,2,0,1
"65",6357013,840,21,4,"FREDERICA",39.0287137,-75.4652999,149,0,1
"66",6353835,840,25,123,"Mabel 2",28.5723877,-81.981682,325,0,2
"67",6355379,840,25,178,"REDLANDS",25.618989,-80.4147339,317,2,8
"68",6355840,840,25,27,"FT LONESOME",27.6610372,-82.1462286,205,1,1
"69",6354546,840,25,71,"SANDY",27.2920427,-82.0563269,85,8,8
"70",6355859,840,25,73,"ARBUCKLE",27.7611546,-81.4536353,245,2,47
"71",6356918,840,25,79,"HOMESTEAD",25.4912637,-80.5425082,105,7,11
"72",6356666,840,25,925,"MERRITT ISLAND 2",28.7856862,-80.800827,49,0,5
"73",6353879,840,27,123,"WHITESBURG",33.6361338,-84.8855164,149,0,1
"74",6355481,840,27,24,"ATHENS",34.0324127,-83.3156813,81,0,1
"75",6355480,840,27,335,"PLEASANT HILL",34.906261,-84.5124264,115,0,1
"76",6355895,840,3,125,"YAKUTAT",59.4439512,-139.5646039,18,1,1
"77",6355065,840,34,13,"STREATOR",41.0834818,-88.8325718,16,0,1
"78",6354633,840,34,18,"NEW LENOX",41.4686591,-87.964599,451,6,1
"79",6354431,840,34,3,"HOLCOMB",42.0711057,-89.0756312,64,3,23
"80",6355098,840,34,311,"EUBANKS",39.9614287,-91.3007819,22,0,1
"81",6355435,840,36,28,"SIOUX CITY",42.4902437,-96.3743819,97,1,1
"82",6354497,840,38,20,"ALBERT",38.4636553,-98.9776363,0,0,60
"83",6353909,840,38,6,"WELLINGTON",37.3190352,-97.349158,415,4,1
"84",6356426,840,39,9,"HEGIRA",36.7007807,-85.2699359,27,6,1
"85",6355950,840,42,102,"GRAND ISLE",29.2604957,-89.9634259,392,41,10
"86",6353812,840,42,106,"LTL CHENIER",29.7706489,-93.0158239,3,0,805
"87",6353803,840,42,207,"Sabine NWR 2",29.8912193,-93.401584,20,0,21
