"s1","s2","time","x0","x1","y","z1","z2"
0,0,1,1,1.17536126736837,42,-0.909097658745351,0.311311260836765
0,1,1,1,-2.33039004631666,700,0.200893413299223,-0.0764402900392857
1,0,1,1,-0.108884420736225,82,-0.734694009685717,0.0414873365948145
1,1,1,1,0.106435720608225,127,-0.0969043624551619,0.178818348749355
0.585239584324881,0.215116536477581,1,1,-0.697323484226163,134,-0.505205907147908,-0.39106373157953
0.437393987318501,0.213256646646187,1,1,-0.994699543689566,133,-0.455446013703237,0.0638866253438543
0.57289436343126,0.491911794990301,1,1,-0.743814255499346,358,0.21620587510365,-0.324589535634481
0.353213916067034,0.641657723113894,1,1,-0.652100392181153,298,0.217780774183868,-0.187837526425983
0.861271401401609,0.739240328082815,1,1,1.86923514911596,31,-0.272531856213392,-0.172058475919346
0.410803579958156,0.0532835801132023,1,1,-0.0722945657010636,94,-0.310860827156251,0.31250048341768
0.511453253915533,0.876412640791386,1,1,-0.117448712168371,154,-0.0121580907900951,-0.164859179422986
0.154285229742527,0.887032180093229,1,1,1.24823217653953,33,-0.58306300171578,-0.0368389058869548
0.851353050209582,0.697476739995182,1,1,1.23979629985909,47,-0.254230922737831,-0.240671581224975
0.996083338512108,0.567631730111316,1,1,-1.46905049289415,290,-0.085858795642148,0.0323599802137394
0.535167186986655,0.673463204177096,1,1,-1.76545927729513,792,0.10810919475401,-0.39548624319834
0.434186844620854,0.0988641395233572,1,1,1.96620324251264,34,-0.457719137141627,0.134025844752114
0.0795016081538051,0.430555298458785,1,1,0.581844388163687,68,-0.508669998302165,0.316818206735295
0.583211785182357,0.761257060803473,1,1,0.404032960704864,98,0.0741475772752918,-0.554110558203175
0.522018939256668,0.553170513827354,1,1,0.78623954866799,123,0.103720988138239,0.110113166098297
0.780659068608657,0.414442030945793,1,1,0.378951983508036,162,0.186178166429338,0.0842246495053914
0.47157733887434,0.977514925412834,1,1,0.584654256318789,98,0.198112388471354,-0.380524902946864
0.808363400632516,0.122953325277194,1,1,-0.0129334000983027,168,-0.131996970472709,-0.613608147971371
0.640900628874078,0.990849308902398,1,1,-0.0676731723223225,139,-0.121029209680044,-0.615167473826335
0.780550708062947,0.168346826219931,1,1,-0.382848663127772,188,-0.184477547829929,-0.360574965050638
0.574718370335177,0.378496852470562,1,1,-0.552079158908689,211,-0.139168723744502,-0.36345423617293
0.322705096565187,0.416709022596478,1,1,0.877492547000061,124,0.278810491679795,-0.214907473147644
0.289040739415213,0.0172527157701552,1,1,0.255721198491543,175,0.252611616353691,0.137717524423712
0.239890441065654,0.337741413386539,1,1,-0.328704390600075,140,-0.294550215020627,0.150567417854499
0.534583230968565,0.883095296565443,1,1,0.247822048288572,169,0.287642553211349,-0.13848468299316
0.172504912829027,0.54874856909737,1,1,0.410902086835437,197,0.307680866491826,0.542120704711368
0.260751785710454,0.745057102991268,1,1,0.104716674546217,124,-0.134113171566961,0.317068476499429
0.487882924964651,0.495365040609613,1,1,-0.576313063273182,179,-0.0762450971807487,-0.0531869711032239
0.641865516081452,0.285835142247379,1,1,-0.900008676153761,283,-0.250517265489209,-0.547395728066722
0.953958774218336,0.664505571592599,1,1,-1.81709703137255,101,-0.446786854333784,0.394241474924986
0.249055233551189,0.55354708712548,1,1,-0.937027411914457,194,0.260705234614734,0.383430704888037
0.741136099211872,0.886137654772028,1,1,-0.505100151741569,215,0.139541812810877,-0.0682319779407572
0.702920347684994,0.146686182823032,1,1,-1.5135942841921,518,-0.280140774493187,-0.495840545526183
0.843025237089023,0.891238510841504,1,1,-0.979697283901882,137,0.0317908657935121,0.651475053319109
0.37191313598305,0.635995766613632,1,1,0.820899840491737,103,0.0809199128716857,-0.161998034224241
0.0727473087608814,0.793336975155398,1,1,0.040103456432459,147,-0.0112066758664644,0.0862996943237712
0.698806063970551,0.296709796180949,1,1,-0.0264794810805304,85,-0.36364313057434,0.128554773648266
0.0395206133835018,0.211669863434508,1,1,-0.132003422294857,92,-0.529597737373082,0.540190133851231
0.376869803061709,0.682617371436208,1,1,-0.362895996539002,203,0.0332119960080275,-0.435359346107932
0.501016690628603,0.268773805117235,1,1,0.0178163509697822,87,-0.483135712398294,-0.543043609668153
0.317213475471362,0.136673448374495,1,1,-1.98416087979262,226,0.236131425685261,0.358518906267846
0.533992775483057,0.52137908549048,1,1,-1.41258632574923,383,0.166716588533281,-0.028538614666098
0.460154939442873,0.636456111446023,1,1,0.122827095577924,160,0.286445887507468,-0.43518306844372
0.349055570084602,0.525033687008545,1,1,-1.51785865835726,215,0.00178171695675815,0.222619764494753
0.975142756244168,0.207135693635792,1,1,0.23072282467661,121,-0.142416915198814,-0.0158156587771625
0.42251352686435,0.204614755697548,1,1,0.338296309738142,67,-0.614212038938492,0.141661861444347
0.890202947426587,0.378472895128652,1,1,-0.16057361995975,138,-0.0423960179842644,0.0161541325387845
0.60766190639697,0.558124614879489,1,1,-0.329877114821292,247,0.34627566067779,-0.331139404639007
0.933730663731694,0.0989892799407244,1,1,-1.08151722034198,237,-0.258532797112546,-0.311000193131888
0.0236892288085073,0.702592264860868,1,1,-0.462390396769585,222,0.343935812861732,0.28264529659129
0.012359639396891,0.735925943125039,1,1,-1.25785151827525,557,0.641741678994813,0.0071974496300789
0.78877872787416,0.756010408513248,1,1,0.553629808573413,120,0.0913273294503105,-0.199722896309305
0.155084732687101,0.292593928053975,1,1,-2.5059443542552,124,-0.701254509554594,0.364845480939232
0.361337382812053,0.266097083222121,1,1,-0.0624156120353076,70,-0.624160239469052,-0.128460257652966
0.83934250078164,0.360513449413702,1,1,-0.593747771338509,168,-0.201179784883437,-0.0563638492101893
0.0668611931614578,0.994925757404417,1,1,0.510216047503108,96,-0.00158813762276078,-0.0341898875578779
0.0906787372659892,0.620414067292586,1,1,0.996525578662072,183,0.0411810034849809,0.709742656108492
0.00722270086407661,0.28999383491464,1,1,0.0813284966637272,63,-0.845190283064463,0.71500794813718
0.585375699447468,0.990162041503936,1,1,1.34264808856092,65,0.388765570228515,-0.304393917539313
0.0608184824232012,0.566789273638278,1,1,-0.351422724115249,118,-0.216564376564277,0.591053681230409
0.389236166374758,0.28635574830696,1,1,-0.152349940890346,57,-0.717549977840154,0.181069805283827
0.0799667900428176,0.363042850513011,1,1,0.0575772266545386,92,-0.482958140510297,-0.15802846781268
0.877252606442198,0.854135344503447,1,1,-0.0525298944378874,94,-0.505465714738771,0.594479146454522
0.178371420362964,0.215442295884714,1,1,-0.364986474501813,90,-0.475490805473332,0.283527133807622
0.0936111221089959,0.118641680106521,1,1,1.21424801161389,101,-0.510497878247398,0.642393283970925
0.752487481804565,0.159205444622785,1,1,-0.0990931240638558,144,-0.204037205886951,-0.568609833432827
0.549475928302854,0.922785616712645,1,1,2.22280098701699,29,0.520372093689132,-0.52505846751136
0.850278130499646,0.927411809097975,1,1,0.299928205268359,133,-0.18774467210913,0.827149875113422
0.684672764502466,0.946109487907961,1,1,0.566079324742538,85,-0.179477065805312,-0.427839265032816
