"s1","s2","time","x0","x1","y","z"
0,0,1,1,1.28929313344861,113,-0.221941533710891
0,1,1,1,1.13103812190809,35,-0.350661222476653
1,0,1,1,-0.82380423228717,468,1.49312921118157
1,1,1,1,0.0567193438543133,162,0.0562117327472079
0.396275920094922,0.863521765684709,1,1,-0.453374454247948,121,-0.706596748274566
0.734594960231334,0.602815940743312,1,1,-0.090113439779568,105,-0.305231770355498
0.560156810330227,0.690449154004455,1,1,-0.663594474965799,118,-0.957510138771851
0.847297652391717,0.986509310081601,1,1,-1.82142558803911,480,-0.576987418529042
0.529305747244507,0.40208528470248,1,1,-0.427752132009357,92,-0.0440156608232331
0.472579578403383,0.132657805457711,1,1,1.77276786085655,209,0.42948942137868
0.836101032327861,0.456535391276702,1,1,0.991261615309984,116,0.260474553996131
0.39758343459107,0.826195284025744,1,1,-2.01404000644756,286,-0.801104578278481
0.207383519969881,0.3872992079705,1,1,1.11752630605829,65,-0.216170050500079
0.767197005683556,0.246934527531266,1,1,1.55919910291359,130,0.484678832107567
0.868708836147562,0.00603190576657653,1,1,0.425526868762729,684,1.37882842537227
0.223324321908876,0.0616561784408987,1,1,-1.67299579127845,372,0.740958277216446
0.628924689022824,0.367876837030053,1,1,-0.738597288573138,174,0.258323038106957
0.855136113706976,0.166701914044097,1,1,-2.03164997213149,469,0.487360338035381
0.18147239391692,0.762674848083407,1,1,-0.964837640669689,370,-0.0481367532877576
0.763547559967265,0.693795434432104,1,1,-0.016993714409949,177,-0.00151868156921913
0.0525640123523772,0.179217486875132,1,1,-0.828637947405378,99,-0.422069586665951
0.429796735756099,0.460403016069904,1,1,0.731419227094701,240,-0.178872458406658
0.605714132310823,0.0561616758350283,1,1,-1.38556383744268,494,1.2488264095871
0.286518956301734,0.533430917654186,1,1,-0.201390656779141,92,-0.556730253752402
0.382145859999582,0.62480264948681,1,1,-0.595972556097354,83,-0.769050877529076
0.0378027013503015,0.567165133543313,1,1,0.361931725401987,41,-0.916500780218136
0.243050422053784,0.133938489947468,1,1,1.02711148337862,163,0.338922160956225
0.603585291653872,0.519303972134367,1,1,-0.468180759297095,70,-0.33134247895017
0.00163057702593505,0.970257615903392,1,1,0.483455813375078,57,-0.605863662760439
0.717136547435075,0.0949611791875213,1,1,1.29589377482889,671,1.15620092526669
0.477404235862195,0.85813827230595,1,1,0.070331036326549,87,-0.570940224774927
0.420043300837278,0.400066321250051,1,1,-1.83068805600891,58,-0.0726456765316409
0.611844724509865,0.832150358473882,1,1,1.19644705279489,59,-0.6969152221214
0.496119037736207,0.878625991987064,1,1,0.303329657261107,63,-0.64637586188064
0.229212060570717,0.0311259476002306,1,1,-0.0127267992651793,248,0.480592269394186
0.616945586400107,0.340015982510522,1,1,-1.21210024682387,117,0.170600943109671
0.960516001330689,0.471695163287222,1,1,0.0479555404009491,147,-0.0456688668513946
0.395266536157578,0.120874327607453,1,1,0.160823186373057,292,0.731669797774749
0.851344444556162,0.502837603213266,1,1,1.72415795137196,114,-0.0550999381477585
0.202312960056588,0.593093911651522,1,1,-1.14245534471121,87,-0.491639446872831
0.963296610396355,0.490346282254905,1,1,2.5727973410543,24,-0.0868773798649512
0.627880334155634,0.837440816685557,1,1,-0.0830371837207338,87,-0.875390101079124
0.46067662560381,0.843604699475691,1,1,-0.511762741574821,73,-0.793005254382226
0.524551856098697,0.3707188393455,1,1,-0.138025670789961,145,0.0784223506026996
0.333681409014389,0.848694071639329,1,1,-0.352248797690105,144,-0.299780538632821
0.434813478263095,0.416226231725886,1,1,0.0909812835218885,162,-0.0033480034275653
0.959414891898632,0.521985176485032,1,1,0.0209810479567456,175,0.140670241338384
0.0499746296554804,0.254411664791405,1,1,0.151898165617939,130,-0.179617187665006
0.239914528327063,0.247222459875047,1,1,0.873652981411077,154,-0.0385464962238118
0.912700631422922,0.151232071919367,1,1,0.183452727941992,305,0.797829236347321
0.337195061612874,0.264195254072547,1,1,0.486904063607714,166,0.0205598010412298
0.389477540040389,0.2853732930962,1,1,2.13402616468776,501,0.0961258770930342
0.757430726662278,0.781269527273253,1,1,0.966237799155537,18,-0.677416739122416
0.706631318666041,0.5410768808797,1,1,-1.18538972242693,147,-0.218345830377419
0.295629292959347,0.274623867822811,1,1,0.661316528900739,111,-0.0336040461916835
0.688606517855078,0.589058151468635,1,1,-1.20428727612846,141,-0.0934593342438425
0.695136556169018,0.558319015195593,1,1,-0.956208415311307,84,-0.401529372465292
0.405644565587863,0.550596432061866,1,1,0.917700163815722,230,-0.453797882125372
0.0193402206059545,0.32891112123616,1,1,0.129306829361915,256,0.572373627035755
0.83697837870568,0.82559555512853,1,1,-0.372392877147645,154,-0.576974244837361
0.260537721449509,0.812220108928159,1,1,-0.130454666382591,98,-0.467507820607125
0.262038050685078,0.945301939966157,1,1,0.353720896346019,86,-0.109035565017979
0.474313533632085,0.799662246368825,1,1,-0.330137716086971,56,-1.19928806173269
0.22767749777995,0.0647296037059277,1,1,0.555027952099489,278,0.611575031790614
0.680534217273816,0.735052145086229,1,1,-0.685245119973796,229,-0.243176411880805
0.0686042087618262,0.958426613360643,1,1,2.88918044956077,3,0.0942317585332056
0.588195924879983,0.595947049092501,1,1,-0.35439047333671,110,-0.598423267761948
0.706948954612017,0.628387820441276,1,1,-0.187980774295582,98,-0.418100495359054
0.615563297411427,0.728576361900195,1,1,1.00576575367985,54,-0.574915308247736
0.0911010343115777,0.0211880747228861,1,1,1.38287415891514,69,0.236050046399547
0.0187018599826843,0.429681146517396,1,1,0.980325297846012,72,-0.0823469183351366
0.102550462819636,0.178745650919154,1,1,0.200213782670618,147,-0.0869400211467767
0.101818824186921,0.159380617085844,1,1,0.723254915322692,195,0.083398064383126
0.927899709669873,0.89123586146161,1,1,-1.4867673360175,154,-0.871749478022568
0.198675987776369,0.226737959776074,1,1,0.325661170900356,203,0.0991345411711497
0.107003321871161,0.664169975323603,1,1,-0.0760567897908222,58,-1.2488755786122
0.736343014054,0.385568688157946,1,1,0.269932586938653,116,-0.143808415210156
0.424130504252389,0.917450033128262,1,1,1.16031457853257,32,-0.757242969080022
0.45936577883549,0.661937657743692,1,1,0.113843451104312,56,-0.9965776493401
0.699564819224179,0.66327147022821,1,1,0.539042691998757,78,-0.398171883742965
0.365624265512452,0.475239878054708,1,1,0.527691562429568,89,-0.67031624148833
0.58972262754105,0.840564909623936,1,1,1.08638174240224,29,-1.03268558508492
0.519158075330779,0.444342001341283,1,1,0.286440715990809,202,0.144484552140554
0.76432548626326,0.328372787451372,1,1,-0.609371829110427,124,-0.25690043103655
0.681843264494091,0.260276391170919,1,1,1.47770937581247,119,-0.483530541933465
0.639449278125539,0.648536512628198,1,1,1.05900367823587,90,-0.402543169609113
0.822731321444735,0.7884986854624,1,1,0.887471494770762,26,-0.273848684633747
0.824456289876252,0.77281157579273,1,1,2.44387803318176,6,-0.356885477211048
0.626125513808802,0.589005298679695,1,1,0.82287924620738,72,-0.641217068156469
0.75901777506806,0.800382831599563,1,1,-0.0745793919776539,118,-0.230188583581541
0.998730165651068,0.816518851555884,1,1,-0.926702817280265,390,-0.175126595326357
0.265137578360736,0.708383313845843,1,1,1.63610693096313,61,-0.747066176654113
0.488920368487015,0.892221889691427,1,1,-0.404903256384141,93,-0.656264716718203
0.721623745281249,0.437860571080819,1,1,-0.345822175816757,182,0.0796844861528711
0.343947488581762,0.991442766040564,1,1,-1.6799429660352,347,-0.66073766166975
0.54836939368397,0.228990399977192,1,1,0.769506974951761,482,1.07056557542564
0.614620689302683,0.981083283433691,1,1,-0.994599382554525,114,-0.989741676553649
0.477880412014201,0.44677776354365,1,1,0.256282264427257,190,-0.0190916621153715
0.283221600577235,0.442524816840887,1,1,-0.412879209808291,63,-1.14931006818444
