"s1","s2","x0","x1","y","z"
0,0,1,0.0444441789805627,16,-0.0474645195523336
0,1,1,-1.83265391525772,3,-0.790228670571265
1,0,1,-0.395421485799742,17,-0.0883915112979223
1,1,1,-1.84267464226872,12,0.026565870883182
0.585239584324881,0.205673650605604,1,0.356321191735997,23,-0.364800349905058
0.437393987318501,0.866970354691148,1,0.957956565047172,21,-0.779259642813524
0.57289436343126,0.901480044238269,1,-1.06111319974532,3,-0.924015997957582
0.353213916067034,0.24406519997865,1,-1.18441832272369,16,0.390424790953985
0.861271401401609,0.127475798828527,1,-0.203326667237009,28,0.652445881647451
0.410803579958156,0.108161559095606,1,1.0577739381926,47,0.365159235097501
0.511453253915533,0.688169742235914,1,1.05456069095487,30,-0.211565487345683
0.154285229742527,0.863929076585919,1,-0.374987533100842,15,0.0176809204372017
0.851353050209582,0.906731035094708,1,2.11131826369382,78,0.294360307733177
0.996083338512108,0.327052481239662,1,-0.0542793113011017,66,1.1540382913182
0.535167186986655,0.971558784367517,1,0.290952447767888,18,-0.202838704144834
0.434186844620854,0.0968831172212958,1,-0.32842476154786,17,0.44148206145664
0.0795016081538051,0.492274948162958,1,-1.17275935639163,7,-0.309986756254979
0.583211785182357,0.746348129818216,1,-0.0119671005765075,13,-0.317577528499248
0.522018939256668,0.595553369726986,1,-1.0011261210452,8,-0.331271173920893
0.780659068608657,0.884909068234265,1,1.0994062532055,52,0.330135887003515
0.47157733887434,0.252658204641193,1,-1.55824667278879,14,0.374004546256798
0.808363400632516,0.0553570124320686,1,-0.520698182210203,33,0.370802973908927
0.640900628874078,0.132804422872141,1,0.0615676312774926,23,0.289555653516455
0.780550708062947,0.24984940723516,1,0.603992170317475,35,0.0536181629375983
0.574718370335177,0.938349943375215,1,-0.984535113383486,6,-0.689141501416022
0.322705096565187,0.172203264199197,1,-0.616230465012725,23,0.418835782305641
0.289040739415213,0.536363027291372,1,0.288692266159233,33,0.393864865704463
0.239890441065654,0.917022913461551,1,-1.20354835108499,6,-0.506272810477395
0.534583230968565,0.450877400115132,1,-0.714980696593806,21,0.0980453837550197
0.172504912829027,0.992097691865638,1,0.524268283704547,23,0.0204015747020906
0.260751785710454,0.445169186452404,1,-0.869490386095377,7,-0.249272737607916
0.487882924964651,0.74451292771846,1,2.06381088183379,42,-0.254201141272702
0.641865516081452,0.532223112881184,1,0.397036598273513,38,0.377744624548268
0.953958774218336,0.336210899520665,1,0.0447300450668477,47,0.799612869619504
0.249055233551189,0.204300040844828,1,-0.958622307686035,15,0.0272352313153578
0.741136099211872,0.477379998192191,1,1.42258706569349,59,0.296301782070753
0.702920347684994,0.94972025975585,1,-0.813062534180915,25,0.142735818942968
0.843025237089023,0.306278490461409,1,0.618521242425368,43,0.523050128050422
0.37191313598305,0.692101334687322,1,-0.616546244967668,5,-0.478685742200957
0.0727473087608814,0.353370319819078,1,1.21259167497292,29,0.0183790241183374
0.698806063970551,0.280750920530409,1,-0.116225859300777,14,-0.0985969861551145
0.0395206133835018,0.881766164675355,1,-1.50295885229334,8,-0.494958311775158
0.376869803061709,0.276543728541583,1,0.564043844920948,25,0.0932686987533491
0.501016690628603,0.967461224645376,1,1.32531052379599,25,-0.230375694487085
0.317213475471362,0.463214775547385,1,2.14881720968128,63,-0.0681703798110253
0.533992775483057,0.324493542546406,1,-0.554768506693297,12,-0.423992937192264
0.460154939442873,0.324953537201509,1,1.1164795627334,69,0.588325006344653
0.349055570084602,0.843119674827904,1,-1.33903834411811,7,-0.958376672900139
0.975142756244168,0.523891568183899,1,-0.403195282700642,36,0.590570925233787
0.42251352686435,0.846525137545541,1,-0.0967472383499194,15,-0.499128077046445
0.890202947426587,0.319386812858284,1,0.028260291071885,47,0.672286543715538
0.60766190639697,0.424427693011239,1,-1.19313305229099,15,0.0338024329927833
0.933730663731694,0.993082052096725,1,-0.387698847303222,36,0.522270257757193
0.0236892288085073,0.365495348116383,1,-0.0333010648628297,12,-0.404816249829475
0.012359639396891,0.307750014355406,1,0.387895200768466,14,-0.572850522828246
0.78877872787416,0.654867271194234,1,0.634725555766452,30,0.236690098549377
0.155084732687101,0.9144747776445,1,-1.00114755056628,7,-0.123961934890273
0.361337382812053,0.742624771781266,1,0.906546206380508,20,-0.888501466679669
0.83934250078164,0.497667029500008,1,-0.0787065936282939,37,0.872358781008222
0.0668611931614578,0.0819594657514244,1,-1.61096118715368,16,0.501955589184
0.0906787372659892,0.420475546969101,1,0.0789191910271739,29,0.161705776537223
0.00722270086407661,0.818199190543965,1,-1.48964107842203,0,-0.540274050063005
0.585375699447468,0.0148661124985665,1,0.969746911678704,41,0.425396535440416
0.0608184824232012,0.998530044686049,1,0.222806823789809,12,-1.25865483014728
0.389236166374758,0.478170084301382,1,0.383373985431578,16,-0.348721683872873
0.0799667900428176,0.131798091344535,1,0.0975566589873507,66,0.892514539093046
0.877252606442198,0.545639927266166,1,2.13659777721339,111,0.508994527950672
0.178371420362964,0.732504750136286,1,1.90703582861137,28,-0.233403153573864
0.0936111221089959,0.0224144430831075,1,0.0495406504646414,20,0.237328577798994
0.752487481804565,0.203738249838352,1,0.975293243565972,35,0.229297682485153
0.549475928302854,0.507415005238727,1,-0.365276926219165,12,-0.308231478591008
0.850278130499646,0.953483584802598,1,0.84955447507072,24,-0.42367000855551
0.684672764502466,0.114808426937088,1,-0.385438936303696,17,0.158243140232061
0.945108131505549,0.945760674541816,1,-0.5867902803598,23,0.510940801262283
0.172358223004267,0.330325360177085,1,-0.0797459752726689,33,0.291837062625308
0.364855728810653,0.649813067400828,1,0.370792217426886,15,-0.300125004278667
0.458178540458903,0.151524250861257,1,0.527413074722156,40,0.387555388041983
0.881574218161404,0.757915827678517,1,0.753045569283033,28,-0.16082541228298
0.7569047245197,0.492503009736538,1,-1.48117834953992,10,-0.0253168084395177
0.881244733696803,0.701710248598829,1,-1.82638361854237,16,0.237608598073004
0.029262475669384,0.787440739106387,1,-0.684152844330136,15,-0.0181641978927225
0.313824428711087,0.342220558552071,1,-0.28059647431663,11,-0.0772056955490857
0.180193107342348,0.769325306871906,1,-2.34728267159883,8,-0.0148119686475929
0.736187188653275,0.159650436835364,1,0.163813517877583,24,0.31901623958751
0.529010280268267,0.663075458491221,1,2.125570503628,41,-0.360346114905382
0.447122525423765,0.105625061318278,1,-0.388446940869194,18,0.270681927654815
0.358683181693777,0.859857628121972,1,0.466686130734419,12,-0.799689932063303
0.505168900592253,0.43288596579805,1,-1.17915777908903,11,0.145781434753781
0.742177771870047,0.470223256153986,1,0.547125880156668,34,0.320221171605491
0.16178880748339,0.145605487748981,1,1.82346854974984,54,0.1359233810195
0.85671906801872,0.29493134142831,1,0.722578822846939,55,0.427035929629155
0.662061233073473,0.103716298472136,1,-1.07969054196131,11,0.27407925292729
0.498293742304668,0.358331555966288,1,0.349776239277193,38,0.339256661061523
0.0819277975242585,0.71591054322198,1,-0.301923665719202,23,0.476791207297137
0.834070703946054,0.4274050174281,1,-0.929698592605054,28,0.484229395381157
0.148599517298862,0.262498304946348,1,1.61325151010147,43,-0.189297311374608
0.283814761787653,0.313043389702216,1,-0.169152640501167,30,0.253945130159985
0.289606105070561,0.733786307042465,1,-0.244784701378721,11,-0.324149895831497
0.507065117126331,0.315270304912701,1,0.935158265351322,33,0.0960017954853141
0.159504383103922,0.713668846525252,1,-0.350078397519155,18,0.00674634517950046
0.502459565643221,0.228569982806221,1,-1.11726297180708,8,-0.114423521134972
0.715590710751712,0.832573249004781,1,-0.770211571387039,12,0.279952660747631
0.537425804650411,0.942796031013131,1,0.45879753767731,15,-0.652977198746552
0.0563091211952269,0.961701123742387,1,0.373315878522892,21,-0.449316894842146
0.537338212830946,0.927941434783861,1,-0.579509826490795,8,-0.653914039079716
0.773131936555728,0.322148316074163,1,-2.67274072096484,6,0.287521064173334
0.729077185038477,0.58813709509559,1,0.773173025092874,45,0.408457559930866
0.891566954320297,0.253627342404798,1,0.904001658161971,42,0.562953286199155
0.342166928108782,0.276122693438083,1,-0.651291568489595,16,0.0167440200786979
0.391525531187654,0.948400411056355,1,0.507623800159547,13,-0.877342647206785
0.282616213429719,0.434021806577221,1,0.174793028074634,20,-0.101450991262898
0.469222543993965,0.972412904724479,1,-0.407356198610798,12,-0.485116090767386
0.893763708183542,0.17694739648141,1,0.885638348205122,61,0.627315928483204
0.477848038310185,0.169488645158708,1,0.152988953044006,37,0.779577025552861
0.706755362916738,0.563857588451356,1,-2.25533163000939,8,0.699773269923516
0.512194699142128,0.478544347686693,1,2.07567326599843,41,-0.371588107141635
0.317545156693086,0.917102800915018,1,0.367529846861745,26,-0.230195432672752
0.200632676715031,0.282751584658399,1,1.1305699876158,17,-0.398005827063532
0.57681222516112,0.135850837919861,1,-0.13110692867917,23,0.172272294664538
0.0608574533835053,0.944733177544549,1,-1.42755411231195,11,-0.516173589252639
0.83640744490549,0.558668151963502,1,-1.44096851711491,14,0.567061151877287
0.682161344913766,0.758705518441275,1,1.23784416221609,45,0.267557439244176
0.991879579378292,0.999573129462078,1,-1.24634808186213,17,0.364036788610971
0.704741197405383,0.0974015530664474,1,0.462916099131131,29,0.180724295564074
0.0830904291942716,0.373160799499601,1,-0.640592947276282,15,0.209487530235404
0.252970187459141,0.88521149312146,1,-1.21854722194684,11,-0.102025463013394
0.131340872729197,0.779076031642035,1,0.952339795720414,45,0.185811729906262
0.36619756440632,0.266594541491941,1,2.50426093959267,74,0.113550910543113
0.19962832168676,0.215509435394779,1,1.22594062090126,25,-0.193976143894325
0.378987129544839,0.0755340629257262,1,-0.18639470059173,27,0.494114827107324
0.827068888116628,0.886461184127256,1,-0.202147477117852,17,0.251270280642383
0.375533932121471,0.585664480924606,1,0.740231067920743,37,0.173571665104177
0.484645428834483,0.0636788334231824,1,0.806738863043675,19,-0.00673460577226202
0.157340733101591,0.69816128606908,1,-0.342556525142275,20,0.179301117277607
0.160378374159336,0.464424777077511,1,1.00837000446139,22,-0.1806367163583
0.845951499883085,0.776056373026222,1,-1.14632978909786,17,0.209786087903019
0.955301979323849,0.421246047830209,1,0.69205939782383,64,0.741103814426238
0.0586672571953386,0.924681243021041,1,0.151098330514418,19,-0.519943318272545
0.017341858940199,0.908974059857428,1,-1.46846662908561,7,-0.354158628540595
0.200280048884451,0.480625086696818,1,-0.0800414913987156,11,-0.281253140006469
0.69223952665925,0.302885051583871,1,-0.9022365636419,18,0.0869080532005858
0.294724490260705,0.82549244351685,1,-0.144067401340784,8,-1.21616560519998
0.0602605703752488,0.248215973377228,1,-0.616069787861612,18,-0.0297140350571939
0.670819393591955,0.941053688060492,1,-2.70563172097763,4,-0.312713328118905
0.56819901173003,0.855024118442088,1,-0.266771855143942,6,-0.515612690174648
0.22177306888625,0.081079373601824,1,-0.934983580672181,26,0.519510698183165
0.600916540715843,0.356135652866215,1,-0.496995131831147,9,-0.287203364638356
0.0427673731464893,0.24886347190477,1,2.08345650639775,53,-0.286335217776123
0.398734842659906,0.175728711299598,1,-0.0240914212371104,20,0.303608934751062
0.394735038746148,0.24225427210331,1,0.221243831721262,28,0.243120687138816
0.410581241361797,0.135028064949438,1,1.16184364401779,68,0.614712138633223
0.272249496309087,0.138896979624406,1,0.756829024157195,31,0.195163583228634
0.880396727006882,0.21689619589597,1,0.527387765257242,29,0.286489853249596
0.375504527939484,0.705673483200371,1,-0.328884280431741,10,-0.836751105013474
0.331766403513029,0.0125102300662547,1,0.718648106160272,61,0.764458481739675
0.494046566076577,0.55903580528684,1,-1.98183756068199,2,-0.437540678685952
0.549403255805373,0.975459401961416,1,0.728246886527242,30,-0.174981931903193
0.814772581681609,0.670538450125605,1,0.202426118011537,26,0.518575848289496
0.382811630843207,0.038002660498023,1,-0.00130784245772383,26,0.440742887064877
0.187897823983803,0.511095608118922,1,-0.39889287428784,14,-0.0219544386969221
0.123239855282009,0.980388396419585,1,1.84037200717749,39,-0.176351283616719
0.286786079406738,0.0509171846788377,1,-0.155650093294635,52,0.987095799281725
0.103751680580899,0.748019388178363,1,0.931730349351308,50,0.350636029252197
0.651004994288087,0.925000317161903,1,-0.538751769350621,8,-0.77979617395495
0.89787830831483,0.833661183482036,1,1.4083953393783,50,0.298092694650563
0.577752270037308,0.025488113053143,1,1.23112991372938,32,0.108595655698411
