"","RouteDataID","CountryNum","StateNum","Route","RouteName","Latitude","Longitude","NCar","Noise","BirdCount"
"1",6363387,124,11,198,"MASSETT",54.03085,-132.05651,21,0,5
"2",6366950,124,11,207,"GRAND FORKS",49.04169,-118.47504,16,4,8
"3",6363643,124,11,401,"SALT SPR. IS",48.74932,-123.54811,70,3,2
"4",6363791,124,11,409,"BROOKMERE",49.77692,-120.8548,1,3,1
"5",6363699,124,4,202,"ETZIKOM COUL",49.34847,-111.79937,0,0,1
"6",6362504,124,4,204,"TWIN BUTTE",49.26174,-113.65683,1,0,3
"7",6363493,124,4,214,"KATHYRN",51.4154,-113.7321,0,0,2
"8",6362159,124,4,309,"CLEAR LAKE",50.01932,-113.39054,32,5,2
"9",6363572,124,4,310,"CHAIN LAKES",50.27017,-114.20751,30,1,1
"10",6361914,124,4,512,"Onefour",49.10149,-110.56255,8,0,2
"11",6360709,124,45,1,"ELMA",49.87065,-95.97518,14,3,2
"12",6361613,124,45,111,"ELVA",49.28134,-101.30176,11,0,24
"13",6361751,124,45,211,"Broomhill",49.41432,-100.98697,3,2,5
"14",6363399,124,45,218,"BIRNIE",50.58765,-99.44659,0,2,1
"15",6362101,124,57,102,"Lords Cove",46.93472,-55.53559,10,1,2
"16",6367165,124,57,19,"NORTHERN ARM",49.17495,-55.37649,43,0,1
"17",6363472,124,57,27,"Port Hope Simpson",52.329499,-56.022598,8,1,5
"18",6363163,124,65,117,"SHUBENACADIE",45.29564,-63.44884,64,0,2
"19",6363438,124,65,228,"Musquodoboit Harbour",44.932077,-63.238844,68,0,1
"20",6362709,124,65,5,"PT MICHAUD",45.58382,-60.73225,5,0,1
"21",6361752,124,68,132,"Rawn Reservoir",48.76078,-91.58855,32,4,1
"22",6361749,124,68,174,"KAMISKOTIA",48.817,-81.69566,25,0,1
"23",6362918,124,68,208,"W. MONTROSE",43.54414,-80.53841,37,0,1
"24",6363401,124,68,54,"KENORA",49.72531,-94.24841,0,0,1
"25",6363453,124,75,13,"DALVAY",46.36766,-63.1498,0,0,5
"26",6363106,124,76,163,"ZEC CASAULT",48.34623,-66.64566,2,4,8
"27",6362048,124,76,165,"CAP D'ESPOIR",48.41961,-64.31785,0,0,200
"28",6363128,124,76,4,"LACOLLE",45.08068,-73.33089,136,1,2
"29",6367075,124,79,113,"EDENWOLD",50.57177,-104.27272,9,2,1
"30",6362426,124,79,117,"TOMPKINS",50.31006,-108.9352,7,0,1
